file_name,date,location,type,event_start_time,event_end_time,box_start_time,box_end_time,box_start_col,box_end_col,time_source,review_status,uncertain,clipped
win-Arecibo-Observatory-20230714-184500.npy,20230714,Arecibo-Observatory,III,18:45:03,18:46:52,18:45:03,18:46:52,12,448,gap_manual,usable,False,False
win-Arecibo-Observatory-20230519-150001.npy,20230519,Arecibo-Observatory,III,15:05:18,15:06:37,15:05:18,15:06:37,1268,1584,gap_manual,usable,False,False
win-Arecibo-Observatory-20230505-124500.npy,20230505,Arecibo-Observatory,III,12:47:21,12:48:13,12:47:21,12:48:13,564,772,gap_manual,usable,False,False
win-Arecibo-Observatory-20230217-151501.npy,20230217,Arecibo-Observatory,III,15:15:45,15:16:27,15:15:45,15:16:27,176,344,gap_manual,usable,False,False
win-Arecibo-Observatory-20220130-192959.npy,20220130,Arecibo-Observatory,III,19:33:04,19:33:30,19:33:04,19:33:30,740,844,gap_manual,usable,False,False
win-Arecibo-Observatory-20230209-133001.npy,20230209,Arecibo-Observatory,III,13:37:07,13:37:43,13:37:07,13:37:43,1704,1848,gap_manual,usable,False,False
win-Arecibo-Observatory-20230711-141500.npy,20230711,Arecibo-Observatory,III,14:15:05,14:29:44,14:15:05,14:29:44,20,3536,gap_manual,usable,False,False
win-Arecibo-Observatory-20230509-150001.npy,20230509,Arecibo-Observatory,III,15:06:20,15:07:34,15:06:20,15:07:34,1516,1812,gap_manual,usable,False,False
win-Arecibo-Observatory-20230511-181500.npy,20230511,Arecibo-Observatory,III,18:17:31,18:18:41,18:17:31,18:18:41,604,884,gap_manual,usable,False,False
win-Arecibo-Observatory-20220703-164500.npy,20220703,Arecibo-Observatory,III,16:45:41,16:46:22,16:45:41,16:46:22,164,328,gap_manual,usable,False,False
win-Arecibo-Observatory-20220528-164459.npy,20220528,Arecibo-Observatory,III,16:54:17,16:54:37,16:54:17,16:54:37,2232,2312,gap_manual,usable,False,False
win-Arecibo-Observatory-20230714-163000.npy,20230714,Arecibo-Observatory,III,16:41:09,16:42:28,16:41:09,16:42:28,2676,2992,gap_manual,usable,False,False
win-Arecibo-Observatory-20230623-150001.npy,20230623,Arecibo-Observatory,III,15:06:56,15:08:09,15:06:56,15:08:09,1660,1952,gap_manual,usable,False,False
win-Arecibo-Observatory-20230709-151501.npy,20230709,Arecibo-Observatory,III,15:19:34,15:23:44,15:19:34,15:23:44,1092,2092,gap_manual,usable,False,False
win-Arecibo-Observatory-20230623-150001.npy,20230623,Arecibo-Observatory,III,15:01:45,15:02:37,15:01:45,15:02:37,416,624,gap_manual,usable,False,False
win-Arecibo-Observatory-20220722-160001.npy,20220722,Arecibo-Observatory,III,16:01:26,16:04:01,16:01:26,16:04:01,340,960,gap_manual,usable,False,False
win-Arecibo-Observatory-20220703-143001.npy,20220703,Arecibo-Observatory,III,14:36:34,14:43:08,14:36:34,14:43:08,1572,3148,gap_manual,usable,False,False
win-Arecibo-Observatory-20230510-154255.npy,20230510,Arecibo-Observatory,III,15:53:03.2,15:53:20,15:53:03.2,15:53:20,2433,2500,gap_model,usable,False,False
win-Arecibo-Observatory-20230509-154501.npy,20230509,Arecibo-Observatory,III,15:45:28,15:47:14,15:45:28,15:47:14,108,532,gap_manual,usable,False,False
win-Arecibo-Observatory-20220505-134501.npy,20220505,Arecibo-Observatory,III,13:48:55,13:49:16.5,13:48:55,13:49:16.5,936,1022,gap_model,usable,False,False
win-Arecibo-Observatory-20221012-143001.npy,20221012,Arecibo-Observatory,III,14:35:52,14:36:37,14:35:52,14:36:37,1404,1584,gap_manual,usable,False,False
win-Arecibo-Observatory-20220703-184459.npy,20220703,Arecibo-Observatory,III,18:53:09.7,18:53:47.8,18:53:09.7,18:53:47.7,1963,2115,gap_model,usable,False,False
win-Arecibo-Observatory-20220530-150001.npy,20220530,Arecibo-Observatory,III,15:11:04,15:11:53,15:11:04,15:11:53,2652,2848,gap_manual,usable,False,False
win-Arecibo-Observatory-20230715-121500.npy,20230715,Arecibo-Observatory,III,12:21:13,12:21:37.7,12:21:13,12:21:37.7,1492,1591,gap_model,usable,False,False
win-Arecibo-Observatory-20230323-184500.npy,20230323,Arecibo-Observatory,III,18:55:06,18:55:35,18:55:06,18:55:35,2424,2540,gap_manual,usable,False,False
win-Arecibo-Observatory-20220331-171459.npy,20220331,Arecibo-Observatory,III,17:19:05,17:20:13,17:19:05,17:20:13,984,1256,gap_manual,usable,False,False
win-Arecibo-Observatory-20230711-182959.npy,20230711,Arecibo-Observatory,III,18:31:30,18:32:26,18:31:30,18:32:26,364,588,gap_manual,usable,False,False
win-Arecibo-Observatory-20230709-151501.npy,20230709,Arecibo-Observatory,III,15:23:16.5,15:23:42.3,15:23:16.5,15:23:42.2,1982,2085,gap_model,usable,False,False
win-Arecibo-Observatory-20220511-144501.npy,20220511,Arecibo-Observatory,III,14:55:48.2,14:56:09.3,14:55:48.2,14:56:09.2,2589,2673,gap_model,usable,False,False
win-Arecibo-Observatory-20220521-141501.npy,20220521,Arecibo-Observatory,III,14:29:07,14:29:54,14:29:07,14:29:54,3384,3572,gap_manual,usable,False,False
win-Arecibo-Observatory-20230615-124500.npy,20230615,Arecibo-Observatory,III,12:46:41,12:49:40,12:46:41,12:49:40,404,1120,gap_manual,usable,False,False
win-Arecibo-Observatory-20230712-180000.npy,20230712,Arecibo-Observatory,III,18:05:47,18:06:16,18:05:47,18:06:16,1388,1504,gap_manual,usable,False,False
win-Arecibo-Observatory-20220829-160001.npy,20220829,Arecibo-Observatory,III,16:02:11,16:02:40,16:02:11,16:02:40,520,636,gap_manual,usable,False,False
win-Arecibo-Observatory-20230508-183000.npy,20230508,Arecibo-Observatory,III,18:42:15,18:42:45,18:42:15,18:42:45,2940,3060,gap_manual,usable,False,False
win-Arecibo-Observatory-20230711-171459.npy,20230711,Arecibo-Observatory,III,17:15:14,17:21:19,17:15:14,17:21:19,60,1520,gap_manual,usable,False,False
win-Arecibo-Observatory-20220703-143001.npy,20220703,Arecibo-Observatory,III,14:38:46,14:44:08,14:38:46,14:44:08,2100,3388,gap_manual,usable,False,False
win-Arecibo-Observatory-20230219-134501.npy,20230219,Arecibo-Observatory,III,13:59:34,13:59:56,13:59:34,13:59:56,3492,3580,gap_manual,usable,False,False
win-Arecibo-Observatory-20230709-130000.npy,20230709,Arecibo-Observatory,III,13:13:43,13:14:47,13:13:43,13:14:47,3292,3548,gap_manual,usable,False,False
win-Arecibo-Observatory-20230413-120000.npy,20230413,Arecibo-Observatory,III,12:01:05.2,12:01:23.9,12:01:05.2,12:01:24,261,336,gap_model,usable,False,False
win-Arecibo-Observatory-20230224-182959.npy,20230224,Arecibo-Observatory,III,18:43:41.1,18:44:01.2,18:43:41,18:44:01.2,3288,3369,gap_model,usable,False,False
win-Arecibo-Observatory-20230712-174500.npy,20230712,Arecibo-Observatory,III,17:45:59,17:46:33,17:45:59,17:46:33,236,372,gap_manual,usable,False,False
win-Arecibo-Observatory-20230715-172959.npy,20230715,Arecibo-Observatory,III,17:33:07.8,17:33:26.6,17:33:07.7,17:33:26.5,755,830,gap_model,usable,False,False
win-Arecibo-Observatory-20220415-131501.npy,20220415,Arecibo-Observatory,III,13:17:14.6,13:17:49.2,13:17:14.5,13:17:49.2,534,673,gap_model,usable,False,False
win-Arecibo-Observatory-20230519-144501.npy,20230519,Arecibo-Observatory,III,14:46:12,14:47:40,14:46:12,14:47:40,284,636,gap_manual,usable,False,False
win-Arecibo-Observatory-20230506-130000.npy,20230506,Arecibo-Observatory,III,13:02:18,13:02:37,13:02:18,13:02:37,552,628,gap_manual,usable,False,False
win-Arecibo-Observatory-20230710-113000.npy,20230710,Arecibo-Observatory,III,11:35:27.6,11:35:59,11:35:27.5,11:35:59,1310,1436,gap_model,usable,False,False
win-Arecibo-Observatory-20230709-154501.npy,20230709,Arecibo-Observatory,III,15:57:45,15:58:39,15:57:45,15:58:39,3056,3272,gap_manual,usable,False,False
win-Arecibo-Observatory-20230717-160001.npy,20230717,Arecibo-Observatory,III,16:12:01,16:14:48,16:12:01,16:14:48,2880,3548,gap_manual,usable,False,False
win-Arecibo-Observatory-20230509-114500.npy,20230509,Arecibo-Observatory,III,11:49:30,11:49:51,11:49:30,11:49:51,1080,1164,gap_manual,usable,False,False
win-Arecibo-Observatory-20230509-184459.npy,20230509,Arecibo-Observatory,II,18:45:08,18:59:53,18:45:08,18:59:53,36,3576,gap_manual,usable,False,False
win-Arecibo-Observatory-20230722-120000.npy,20230722,Arecibo-Observatory,III,12:08:50,12:09:50,12:08:50,12:09:50,2120,2360,gap_manual,usable,False,False
win-Arecibo-Observatory-20221001-154501.npy,20221001,Arecibo-Observatory,III,15:51:59.9,15:52:13,15:52:00,15:52:13,1676,1728,gap_model,usable,False,False
win-Arecibo-Observatory-20230418-171459.npy,20230418,Arecibo-Observatory,III,17:24:10,17:24:41,17:24:10,17:24:41,2204,2328,gap_manual,usable,False,False
win-Arecibo-Observatory-20230722-184459.npy,20230722,Arecibo-Observatory,III,18:49:49.5,18:50:07.5,18:49:49.5,18:50:07.5,1162,1234,gap_model,usable,False,False
win-Arecibo-Observatory-20230505-180000.npy,20230505,Arecibo-Observatory,III,18:09:55,18:13:17,18:09:55,18:13:17,2380,3188,gap_manual,usable,False,False
win-Arecibo-Observatory-20230223-131501.npy,20230223,Arecibo-Observatory,III,13:21:45.1,13:22:02.9,13:21:45,13:22:03,1616,1688,gap_model,usable,False,False
win-Arecibo-Observatory-20220803-170000.npy,20220803,Arecibo-Observatory,III,17:00:12,17:03:15,17:00:12,17:03:15,48,780,gap_manual,usable,False,False
win-Arecibo-Observatory-20220703-143001.npy,20220703,Arecibo-Observatory,III,14:36:31.7,14:36:46.6,14:36:31.7,14:36:46.5,1563,1622,gap_model,usable,False,False
win-Arecibo-Observatory-20230709-134500.npy,20230709,Arecibo-Observatory,III,13:48:09.2,13:48:29.4,13:48:09.2,13:48:29.5,757,838,gap_model,usable,False,False
win-Arecibo-Observatory-20220930-113000.npy,20220930,Arecibo-Observatory,III,11:39:03,11:40:07,11:39:03,11:40:07,2172,2428,gap_manual,usable,False,False
win-Arecibo-Observatory-20230623-134501.npy,20230623,Arecibo-Observatory,III,13:49:43.8,13:50:13.1,13:49:43.7,13:50:13,1131,1248,gap_model,usable,False,False
win-Arecibo-Observatory-20230711-121500.npy,20230711,Arecibo-Observatory,III,12:17:17,12:19:36,12:17:17,12:19:36,548,1104,gap_manual,usable,False,False
win-Arecibo-Observatory-20220923-161501.npy,20220923,Arecibo-Observatory,III,16:23:38.3,16:23:55.4,16:23:38.2,16:23:55.5,2069,2138,gap_model,usable,False,False
win-Arecibo-Observatory-20230708-191459.npy,20230708,Arecibo-Observatory,III,19:15:50.5,19:16:11.7,19:15:50.5,19:16:11.7,206,291,gap_model,usable,False,False
win-Arecibo-Observatory-20220815-154501.npy,20220815,Arecibo-Observatory,III,15:46:34,15:48:22,15:46:34,15:48:22,372,804,gap_manual,usable,False,False
win-Arecibo-Observatory-20220722-133001.npy,20220722,Arecibo-Observatory,III,13:42:14,13:44:10,13:42:14,13:44:10,2932,3396,gap_manual,usable,False,False
win-Arecibo-Observatory-20230717-151501.npy,20230717,Arecibo-Observatory,III,15:27:26.7,15:27:42.4,15:27:26.7,15:27:42.5,2983,3046,gap_model,usable,False,False
win-Arecibo-Observatory-20220923-170000.npy,20220923,Arecibo-Observatory,III,17:09:17.5,17:09:38.1,17:09:17.5,17:09:38,2230,2312,gap_model,usable,False,False
win-Arecibo-Observatory-20230225-193000.npy,20230225,Arecibo-Observatory,III,19:42:23.9,19:42:39.6,19:42:24,19:42:39.5,2976,3038,gap_model,usable,False,False
win-Arecibo-Observatory-20220926-172959.npy,20220926,Arecibo-Observatory,III,17:42:22,17:44:29,17:42:22,17:44:29,2972,3480,gap_manual,usable,False,False
win-Arecibo-Observatory-20220920-171459.npy,20220920,Arecibo-Observatory,III,17:20:39.3,17:20:55.5,17:20:39.2,17:20:55.5,1361,1426,gap_model,usable,False,False
win-Arecibo-Observatory-20230429-114500.npy,20230429,Arecibo-Observatory,III,11:58:07.4,11:58:25,11:58:07.5,11:58:25,3150,3220,gap_model,usable,False,False
win-Arecibo-Observatory-20230226-191459.npy,20230226,Arecibo-Observatory,III,19:15:47.8,19:16:03.3,19:15:47.7,19:16:03.2,195,257,gap_model,usable,False,False
win-Arecibo-Observatory-20230325-160001.npy,20230325,Arecibo-Observatory,III,16:00:17,16:01:20,16:00:17,16:01:20,64,316,gap_manual,usable,False,False
win-Arecibo-Observatory-20230613-191500.npy,20230613,Arecibo-Observatory,III,19:23:04,19:23:27,19:23:04,19:23:27,1936,2028,gap_manual,usable,False,False
win-Arecibo-Observatory-20220216-160001.npy,20220216,Arecibo-Observatory,III,16:02:19.7,16:02:35.6,16:02:19.7,16:02:35.5,555,618,gap_model,usable,False,False
win-Arecibo-Observatory-20230710-163000.npy,20230710,Arecibo-Observatory,III,16:38:41,16:39:13,16:38:41,16:39:13,2084,2212,gap_manual,usable,False,False
win-Arecibo-Observatory-20230609-171500.npy,20230609,Arecibo-Observatory,III,17:25:02,17:29:55,17:25:02,17:29:55,2408,3580,gap_manual,usable,False,False
win-Arecibo-Observatory-20230715-172959.npy,20230715,Arecibo-Observatory,III,17:44:27.6,17:44:55.9,17:44:27.5,17:44:56,3474,3588,gap_model,usable,False,False
win-Arecibo-Observatory-20230709-160001.npy,20230709,Arecibo-Observatory,III,16:09:23,16:09:51,16:09:23,16:09:51,2248,2360,gap_manual,usable,False,False
win-Arecibo-Observatory-20230710-174500.npy,20230710,Arecibo-Observatory,III,17:48:16,17:49:40,17:48:16,17:49:40,784,1120,gap_manual,usable,False,False
win-Arecibo-Observatory-20230710-121500.npy,20230710,Arecibo-Observatory,III,12:29:05,12:29:38,12:29:05,12:29:38,3380,3512,gap_manual,usable,False,False
win-Arecibo-Observatory-20221215-184456.npy,20221215,Arecibo-Observatory,III,18:51:54.2,18:52:09.9,18:51:54.2,18:52:10,1673,1736,gap_model,usable,False,False
win-Arecibo-Observatory-20230430-154501.npy,20230430,Arecibo-Observatory,III,15:45:10,15:48:32,15:45:10,15:48:32,36,844,gap_manual,usable,False,False
win-Arecibo-Observatory-20220703-184459.npy,20220703,Arecibo-Observatory,III,18:48:12.4,18:48:32.7,18:48:12.5,18:48:32.7,774,855,gap_model,usable,False,False
win-Arecibo-Observatory-20230711-134501.npy,20230711,Arecibo-Observatory,III,13:45:02,13:58:23,13:45:02,13:58:23,4,3208,gap_manual,usable,False,False
win-Arecibo-Observatory-20230714-170000.npy,20230714,Arecibo-Observatory,III,17:03:52,17:06:49,17:03:52,17:06:49,928,1636,gap_manual,usable,False,False
win-Arecibo-Observatory-20220502-153001.npy,20220502,Arecibo-Observatory,III,15:39:12.2,15:39:28.8,15:39:12.2,15:39:28.7,2205,2271,gap_model,usable,False,False
win-Arecibo-Observatory-20230709-160001.npy,20230709,Arecibo-Observatory,III,16:09:25.8,16:11:40.8,16:09:25.7,16:11:40.7,2259,2799,gap_model,usable,False,False
win-Arecibo-Observatory-20220716-183000.npy,20220716,Arecibo-Observatory,III,18:31:11,18:31:42,18:31:11,18:31:42,284,408,gap_manual,usable,False,False
win-Arecibo-Observatory-20221002-140001.npy,20221002,Arecibo-Observatory,III,14:08:20.1,14:08:44.5,14:08:20,14:08:44.5,1996,2094,gap_model,usable,False,False
win-Arecibo-Observatory-20220703-163000.npy,20220703,Arecibo-Observatory,III,16:44:38,16:44:53,16:44:38,16:44:53,3512,3572,gap_manual,usable,False,False
win-Arecibo-Observatory-20220305-163000.npy,20220305,Arecibo-Observatory,III,16:38:19.5,16:39:04.4,16:38:19.5,16:39:04.5,1998,2178,gap_model,usable,False,False
win-Arecibo-Observatory-20220331-170000.npy,20220331,Arecibo-Observatory,III,17:06:51.6,17:07:06.7,17:06:51.5,17:07:06.7,1646,1707,gap_model,usable,False,False
win-Arecibo-Observatory-20220706-160001.npy,20220706,Arecibo-Observatory,III,16:10:34.7,16:11:04,16:10:34.7,16:11:04,2535,2652,gap_model,usable,False,False
win-Arecibo-Observatory-20230505-154501.npy,20230505,Arecibo-Observatory,III,15:45:02.4,15:46:13.5,15:45:02.5,15:46:13.5,6,290,gap_model,usable,False,False
win-Arecibo-Observatory-20230428-153736.npy,20230428,Arecibo-Observatory,III,15:47:17.1,15:47:37.9,15:47:17,15:47:38,2324,2408,gap_model,usable,False,False
win-Arecibo-Observatory-20230215-190000.npy,20230215,Arecibo-Observatory,III,19:08:32.8,19:08:52.9,19:08:32.7,19:08:53,2051,2132,gap_model,usable,False,False
win-Arecibo-Observatory-20220930-121501.npy,20220930,Arecibo-Observatory,III,12:29:28.7,12:29:57.4,12:29:28.7,12:29:57.5,3471,3586,gap_model,usable,False,False
win-Arecibo-Observatory-20230621-124500.npy,20230621,Arecibo-Observatory,III,12:57:26.3,12:57:42.4,12:57:26.2,12:57:42.5,2985,3050,gap_model,usable,False,False
win-Arecibo-Observatory-20230721-131501.npy,20230721,Arecibo-Observatory,III,13:29:00.4,13:29:15.8,13:29:00.5,13:29:15.7,3358,3419,gap_model,usable,False,False
win-Arecibo-Observatory-20220705-110000.npy,20220705,Arecibo-Observatory,III,11:03:05.8,11:03:28.8,11:03:05.7,11:03:28.7,743,835,gap_model,usable,False,False
win-Arecibo-Observatory-20220331-184459.npy,20220331,Arecibo-Observatory,III,18:59:10,18:59:31,18:59:10,18:59:31,3404,3488,gap_manual,usable,False,False
win-Arecibo-Observatory-20230710-183000.npy,20230710,Arecibo-Observatory,III,18:30:42.4,18:31:01,18:30:42.5,18:31:01,170,244,gap_model,usable,False,False
win-Arecibo-Observatory-20230125-181459.npy,20230125,Arecibo-Observatory,III,18:26:38.8,18:26:54.8,18:26:38.7,18:26:54.7,2799,2863,gap_model,usable,False,False
win-Arecibo-Observatory-20230709-154501.npy,20230709,Arecibo-Observatory,III,15:49:31.4,15:49:48.1,15:49:31.5,15:49:48,1082,1148,gap_model,usable,False,False
win-Arecibo-Observatory-20220923-173000.npy,20220923,Arecibo-Observatory,III,17:31:10.2,17:32:00.6,17:31:10.2,17:32:00.5,281,482,gap_model,usable,False,False
win-Arecibo-Observatory-20230720-174500.npy,20230720,Arecibo-Observatory,III,17:52:46.2,17:52:59.9,17:52:46.2,17:53:00,1865,1920,gap_model,usable,False,False
win-Arecibo-Observatory-20230709-190000.npy,20230709,Arecibo-Observatory,III,19:06:22.5,19:06:39.9,19:06:22.5,19:06:40,1530,1600,gap_model,usable,False,False
win-Arecibo-Observatory-20220923-123000.npy,20220923,Arecibo-Observatory,III,12:44:44.8,12:44:59.2,12:44:44.7,12:44:59.2,3539,3597,gap_model,usable,False,False
