id,file_name,date,conf,start_s,end_s,n_catalog_boxes,split,note
43,win-Arecibo-Observatory-20230711-182959.npy,20230711,0.2154,83.2,136.9,0,unused,
44,win-Arecibo-Observatory-20230709-151501.npy,20230709,0.2148,495.5,521.3,0,unused,
45,win-Arecibo-Observatory-20220511-144501.npy,20220511,0.2141,647.2,668.3,0,val,
46,win-Arecibo-Observatory-20220521-141501.npy,20220521,0.2132,839.3,897.9,1,val,
47,win-Arecibo-Observatory-20230615-124500.npy,20230615,0.2111,61.3,297.1,1,unused,
48,win-Arecibo-Observatory-20230712-180000.npy,20230712,0.2094,346.9,389.1,1,unused,
49,win-Arecibo-Observatory-20220829-160001.npy,20220829,0.2077,116.6,166.1,1,train,
50,win-Arecibo-Observatory-20230508-183000.npy,20230508,0.2035,725.4,770.2,0,unused,
51,win-Arecibo-Observatory-20230711-171459.npy,20230711,0.2014,2.9,445.7,0,unused,
52,win-Arecibo-Observatory-20220703-143001.npy,20220703,0.1963,502.4,900.0,0,val,
53,win-Arecibo-Observatory-20230219-134501.npy,20230219,0.1951,867.5,894.9,0,unused,
54,win-Arecibo-Observatory-20230709-130000.npy,20230709,0.1949,817.1,900.0,0,unused,
55,win-Arecibo-Observatory-20230413-120000.npy,20230413,0.1936,65.2,83.9,1,unused,
56,win-Arecibo-Observatory-20230224-182959.npy,20230224,0.1936,822.1,842.2,0,unused,
57,win-Arecibo-Observatory-20230712-174500.npy,20230712,0.1903,34.6,104.1,0,unused,
58,win-Arecibo-Observatory-20230715-172959.npy,20230715,0.1892,188.8,207.6,0,unused,
59,win-Arecibo-Observatory-20220415-131501.npy,20220415,0.1873,133.6,168.2,1,val,
60,win-Arecibo-Observatory-20230519-144501.npy,20230519,0.1817,25.0,159.6,0,unused,
61,win-Arecibo-Observatory-20230506-130000.npy,20230506,0.1809,130.2,175.4,0,unused,
62,win-Arecibo-Observatory-20230710-113000.npy,20230710,0.1777,327.6,359.0,1,unused,
63,win-Arecibo-Observatory-20230709-154501.npy,20230709,0.1769,749.1,818.7,1,unused,
64,win-Arecibo-Observatory-20230717-160001.npy,20230717,0.1752,699.5,899.5,0,unused,
65,win-Arecibo-Observatory-20230509-114500.npy,20230509,0.1752,263.5,299.1,0,unused,
67,win-Arecibo-Observatory-20230509-184459.npy,20230509,0.1741,486.2,900.0,1,train,
68,win-Arecibo-Observatory-20230722-120000.npy,20230722,0.1739,520.7,593.3,0,unused,
69,win-Arecibo-Observatory-20221001-154501.npy,20221001,0.1686,418.9,432.0,1,train,
70,win-Arecibo-Observatory-20230418-171459.npy,20230418,0.168,553.4,570.2,1,unused,
72,win-Arecibo-Observatory-20230722-184459.npy,20230722,0.166,290.5,308.5,0,unused,
73,win-Arecibo-Observatory-20230505-180000.npy,20230505,0.1655,570.9,812.2,1,unused,
74,win-Arecibo-Observatory-20230223-131501.npy,20230223,0.1636,404.1,421.9,1,unused,
75,win-Arecibo-Observatory-20220803-170000.npy,20220803,0.1616,0.0,169.2,1,train,
76,win-Arecibo-Observatory-20220703-143001.npy,20220703,0.1616,390.7,405.6,0,val,
77,win-Arecibo-Observatory-20230709-134500.npy,20230709,0.1612,189.2,209.4,0,unused,
78,win-Arecibo-Observatory-20220930-113000.npy,20220930,0.1611,540.2,587.3,0,unused,
79,win-Arecibo-Observatory-20230623-134501.npy,20230623,0.1589,282.8,312.1,0,unused,
80,win-Arecibo-Observatory-20230711-121500.npy,20230711,0.1563,123.8,282.3,0,unused,
81,win-Arecibo-Observatory-20220923-161501.npy,20220923,0.1552,517.3,534.4,0,val,
82,win-Arecibo-Observatory-20230708-191459.npy,20230708,0.1538,51.5,72.7,0,unused,
83,win-Arecibo-Observatory-20220815-154501.npy,20220815,0.1535,89.4,130.0,2,train,
84,win-Arecibo-Observatory-20220722-133001.npy,20220722,0.1526,742.9,831.3,0,unused,
85,win-Arecibo-Observatory-20230717-151501.npy,20230717,0.1525,745.7,761.4,0,unused,
86,win-Arecibo-Observatory-20220923-170000.npy,20220923,0.1506,557.5,578.1,1,val,
87,win-Arecibo-Observatory-20230225-193000.npy,20230225,0.1504,743.9,759.6,1,train,
88,win-Arecibo-Observatory-20220926-172959.npy,20220926,0.1483,733.5,873.1,0,unused,
89,win-Arecibo-Observatory-20220920-171459.npy,20220920,0.1442,340.3,356.5,0,val,
90,win-Arecibo-Observatory-20230429-114500.npy,20230429,0.1425,787.4,805.0,0,unused,
91,win-Arecibo-Observatory-20230226-191459.npy,20230226,0.1412,48.8,64.3,0,unused,
92,win-Arecibo-Observatory-20230325-160001.npy,20230325,0.141,0.0,98.4,0,unused,
93,win-Arecibo-Observatory-20230613-191500.npy,20230613,0.1352,481.4,496.5,1,unused,
94,win-Arecibo-Observatory-20220216-160001.npy,20220216,0.1348,138.7,154.6,0,val,
95,win-Arecibo-Observatory-20230710-163000.npy,20230710,0.1347,512.0,585.5,0,unused,
97,win-Arecibo-Observatory-20230609-171500.npy,20230609,0.1308,601.8,614.3,0,unused,
98,win-Arecibo-Observatory-20230715-172959.npy,20230715,0.1304,868.6,896.9,0,unused,
99,win-Arecibo-Observatory-20230709-160001.npy,20230709,0.1303,544.6,578.1,0,unused,
100,win-Arecibo-Observatory-20230710-174500.npy,20230710,0.1296,201.7,287.9,0,unused,
101,win-Arecibo-Observatory-20230710-121500.npy,20230710,0.1295,857.3,897.9,0,unused,
102,win-Arecibo-Observatory-20221215-184456.npy,20221215,0.1292,418.2,433.9,0,unused,
103,win-Arecibo-Observatory-20230430-154501.npy,20230430,0.1279,3.9,535.4,0,unused,
104,win-Arecibo-Observatory-20220703-184459.npy,20220703,0.1277,193.4,213.7,0,val,
105,win-Arecibo-Observatory-20230711-134501.npy,20230711,0.1272,100.7,639.4,0,unused,
106,win-Arecibo-Observatory-20230714-170000.npy,20230714,0.1267,192.6,390.1,0,val,
107,win-Arecibo-Observatory-20220502-153001.npy,20220502,0.1264,551.2,567.8,1,train,
108,win-Arecibo-Observatory-20230709-160001.npy,20230709,0.1255,564.8,699.8,0,unused,
109,win-Arecibo-Observatory-20220716-183000.npy,20220716,0.1251,47.0,109.6,1,train,
110,win-Arecibo-Observatory-20221002-140001.npy,20221002,0.1241,499.1,523.5,1,train,
111,win-Arecibo-Observatory-20220703-163000.npy,20220703,0.1229,857.6,896.7,1,unused,
112,win-Arecibo-Observatory-20220305-163000.npy,20220305,0.1225,499.5,544.4,0,unused,
114,win-Arecibo-Observatory-20220331-170000.npy,20220331,0.1222,411.6,426.7,0,val,
115,win-Arecibo-Observatory-20220706-160001.npy,20220706,0.1221,633.7,663.0,1,train,
116,win-Arecibo-Observatory-20230505-154501.npy,20230505,0.122,1.4,72.5,0,unused,
117,win-Arecibo-Observatory-20230428-153736.npy,20230428,0.1208,581.1,601.9,1,unused,
118,win-Arecibo-Observatory-20230215-190000.npy,20230215,0.1206,512.8,532.9,1,unused,
119,win-Arecibo-Observatory-20220930-121501.npy,20220930,0.1202,867.7,896.4,1,train,
123,win-Arecibo-Observatory-20230621-124500.npy,20230621,0.1185,746.3,762.4,1,unused,
124,win-Arecibo-Observatory-20230721-131501.npy,20230721,0.1184,839.4,854.8,1,unused,
128,win-Arecibo-Observatory-20220705-110000.npy,20220705,0.1171,185.8,208.8,1,val,
129,win-Arecibo-Observatory-20220331-184459.npy,20220331,0.1162,853.1,897.4,1,val,
132,win-Arecibo-Observatory-20230710-183000.npy,20230710,0.1148,42.4,61.0,1,unused,
136,win-Arecibo-Observatory-20230125-181459.npy,20230125,0.1133,699.8,715.8,1,unused,
141,win-Arecibo-Observatory-20230709-154501.npy,20230709,0.1117,270.4,287.1,1,unused,
145,win-Arecibo-Observatory-20220923-173000.npy,20220923,0.1075,70.2,120.6,1,val,
146,win-Arecibo-Observatory-20230720-174500.npy,20230720,0.1074,466.2,479.9,1,unused,
147,win-Arecibo-Observatory-20230709-190000.npy,20230709,0.107,382.5,399.9,1,unused,
148,win-Arecibo-Observatory-20220923-123000.npy,20220923,0.1066,884.8,899.2,1,val,
