id,file_name,stem,date,conf,start_s,end_s,n_catalog_boxes,split,verdict,note
48,win-Arecibo-Observatory-20230712-180000.npy,win-Arecibo-Observatory-20230712-180000,20230712,0.2094,346.9,389.1,1,unused,y,
49,win-Arecibo-Observatory-20220829-160001.npy,win-Arecibo-Observatory-20220829-160001,20220829,0.2077,116.6,166.1,1,train,y,
50,win-Arecibo-Observatory-20230508-183000.npy,win-Arecibo-Observatory-20230508-183000,20230508,0.2035,725.4,770.2,0,unused,y,
51,win-Arecibo-Observatory-20230711-171459.npy,win-Arecibo-Observatory-20230711-171459,20230711,0.2014,2.9,445.7,0,unused,y,
52,win-Arecibo-Observatory-20220703-143001.npy,win-Arecibo-Observatory-20220703-143001,20220703,0.1963,502.4,900.0,0,val,y,
53,win-Arecibo-Observatory-20230219-134501.npy,win-Arecibo-Observatory-20230219-134501,20230219,0.1951,867.5,894.9,0,unused,y,
54,win-Arecibo-Observatory-20230709-130000.npy,win-Arecibo-Observatory-20230709-130000,20230709,0.1949,817.1,900.0,0,unused,y,
55,win-Arecibo-Observatory-20230413-120000.npy,win-Arecibo-Observatory-20230413-120000,20230413,0.1936,65.2,83.9,1,unused,y,
56,win-Arecibo-Observatory-20230224-182959.npy,win-Arecibo-Observatory-20230224-182959,20230224,0.1936,822.1,842.2,0,unused,y,
57,win-Arecibo-Observatory-20230712-174500.npy,win-Arecibo-Observatory-20230712-174500,20230712,0.1903,34.6,104.1,0,unused,y,
58,win-Arecibo-Observatory-20230715-172959.npy,win-Arecibo-Observatory-20230715-172959,20230715,0.1892,188.8,207.6,0,unused,y,
59,win-Arecibo-Observatory-20220415-131501.npy,win-Arecibo-Observatory-20220415-131501,20220415,0.1873,133.6,168.2,1,val,y,
60,win-Arecibo-Observatory-20230519-144501.npy,win-Arecibo-Observatory-20230519-144501,20230519,0.1817,25.0,159.6,0,unused,y,
61,win-Arecibo-Observatory-20230506-130000.npy,win-Arecibo-Observatory-20230506-130000,20230506,0.1809,130.2,175.4,0,unused,y,
62,win-Arecibo-Observatory-20230710-113000.npy,win-Arecibo-Observatory-20230710-113000,20230710,0.1777,327.6,359.0,1,unused,y,
63,win-Arecibo-Observatory-20230709-154501.npy,win-Arecibo-Observatory-20230709-154501,20230709,0.1769,749.1,818.7,1,unused,y,
64,win-Arecibo-Observatory-20230717-160001.npy,win-Arecibo-Observatory-20230717-160001,20230717,0.1752,699.5,899.5,0,unused,y,
65,win-Arecibo-Observatory-20230509-114500.npy,win-Arecibo-Observatory-20230509-114500,20230509,0.1752,263.5,299.1,0,unused,y,
66,win-Arecibo-Observatory-20230508-123000.npy,win-Arecibo-Observatory-20230508-123000,20230508,0.1746,114.7,130.5,0,unused,n,
67,win-Arecibo-Observatory-20230509-184459.npy,win-Arecibo-Observatory-20230509-184459,20230509,0.1741,486.2,900.0,1,train,y,
68,win-Arecibo-Observatory-20230722-120000.npy,win-Arecibo-Observatory-20230722-120000,20230722,0.1739,520.7,593.3,0,unused,y,
69,win-Arecibo-Observatory-20221001-154501.npy,win-Arecibo-Observatory-20221001-154501,20221001,0.1686,418.9,432.0,1,train,y,
70,win-Arecibo-Observatory-20230418-171459.npy,win-Arecibo-Observatory-20230418-171459,20230418,0.168,553.4,570.2,1,unused,y,
71,win-Arecibo-Observatory-20220330-134501.npy,win-Arecibo-Observatory-20220330-134501,20220330,0.1667,709.7,745.7,0,val,n,
72,win-Arecibo-Observatory-20230722-184459.npy,win-Arecibo-Observatory-20230722-184459,20230722,0.166,290.5,308.5,0,unused,y,
73,win-Arecibo-Observatory-20230505-180000.npy,win-Arecibo-Observatory-20230505-180000,20230505,0.1655,570.9,812.2,1,unused,y,
74,win-Arecibo-Observatory-20230223-131501.npy,win-Arecibo-Observatory-20230223-131501,20230223,0.1636,404.1,421.9,1,unused,y,
75,win-Arecibo-Observatory-20220803-170000.npy,win-Arecibo-Observatory-20220803-170000,20220803,0.1616,0.0,169.2,1,train,y,
76,win-Arecibo-Observatory-20220703-143001.npy,win-Arecibo-Observatory-20220703-143001,20220703,0.1616,390.7,405.6,0,val,y,
77,win-Arecibo-Observatory-20230709-134500.npy,win-Arecibo-Observatory-20230709-134500,20230709,0.1612,189.2,209.4,0,unused,y,
78,win-Arecibo-Observatory-20220930-113000.npy,win-Arecibo-Observatory-20220930-113000,20220930,0.1611,540.2,587.3,0,unused,y,
79,win-Arecibo-Observatory-20230623-134501.npy,win-Arecibo-Observatory-20230623-134501,20230623,0.1589,282.8,312.1,0,unused,y,
80,win-Arecibo-Observatory-20230711-121500.npy,win-Arecibo-Observatory-20230711-121500,20230711,0.1563,123.8,282.3,0,unused,y,
81,win-Arecibo-Observatory-20220923-161501.npy,win-Arecibo-Observatory-20220923-161501,20220923,0.1552,517.3,534.4,0,val,y,
82,win-Arecibo-Observatory-20230708-191459.npy,win-Arecibo-Observatory-20230708-191459,20230708,0.1538,51.5,72.7,0,unused,y,
83,win-Arecibo-Observatory-20220815-154501.npy,win-Arecibo-Observatory-20220815-154501,20220815,0.1535,89.4,130.0,2,train,y,
84,win-Arecibo-Observatory-20220722-133001.npy,win-Arecibo-Observatory-20220722-133001,20220722,0.1526,742.9,831.3,0,unused,y,
85,win-Arecibo-Observatory-20230717-151501.npy,win-Arecibo-Observatory-20230717-151501,20230717,0.1525,745.7,761.4,0,unused,y,
86,win-Arecibo-Observatory-20220923-170000.npy,win-Arecibo-Observatory-20220923-170000,20220923,0.1506,557.5,578.1,1,val,y,
87,win-Arecibo-Observatory-20230225-193000.npy,win-Arecibo-Observatory-20230225-193000,20230225,0.1504,743.9,759.6,1,train,y,
88,win-Arecibo-Observatory-20220926-172959.npy,win-Arecibo-Observatory-20220926-172959,20220926,0.1483,733.5,873.1,0,unused,y,
89,win-Arecibo-Observatory-20220920-171459.npy,win-Arecibo-Observatory-20220920-171459,20220920,0.1442,340.3,356.5,0,val,y,
90,win-Arecibo-Observatory-20230429-114500.npy,win-Arecibo-Observatory-20230429-114500,20230429,0.1425,787.4,805.0,0,unused,y,
91,win-Arecibo-Observatory-20230226-191459.npy,win-Arecibo-Observatory-20230226-191459,20230226,0.1412,48.8,64.3,0,unused,y,
92,win-Arecibo-Observatory-20230325-160001.npy,win-Arecibo-Observatory-20230325-160001,20230325,0.141,0.0,98.4,0,unused,y,
93,win-Arecibo-Observatory-20230613-191500.npy,win-Arecibo-Observatory-20230613-191500,20230613,0.1352,481.4,496.5,1,unused,y,
94,win-Arecibo-Observatory-20220216-160001.npy,win-Arecibo-Observatory-20220216-160001,20220216,0.1348,138.7,154.6,0,val,y,
95,win-Arecibo-Observatory-20230710-163000.npy,win-Arecibo-Observatory-20230710-163000,20230710,0.1347,512.0,585.5,0,unused,y,
96,win-Arecibo-Observatory-20230219-140001.npy,win-Arecibo-Observatory-20230219-140001,20230219,0.1331,766.2,781.7,0,unused,?,
97,win-Arecibo-Observatory-20230609-171500.npy,win-Arecibo-Observatory-20230609-171500,20230609,0.1308,601.8,614.3,0,unused,y,
98,win-Arecibo-Observatory-20230715-172959.npy,win-Arecibo-Observatory-20230715-172959,20230715,0.1304,868.6,896.9,0,unused,y,
99,win-Arecibo-Observatory-20230709-160001.npy,win-Arecibo-Observatory-20230709-160001,20230709,0.1303,544.6,578.1,0,unused,y,
100,win-Arecibo-Observatory-20230710-174500.npy,win-Arecibo-Observatory-20230710-174500,20230710,0.1296,201.7,287.9,0,unused,y,
101,win-Arecibo-Observatory-20230710-121500.npy,win-Arecibo-Observatory-20230710-121500,20230710,0.1295,857.3,897.9,0,unused,y,
102,win-Arecibo-Observatory-20221215-184456.npy,win-Arecibo-Observatory-20221215-184456,20221215,0.1292,418.2,433.9,0,unused,y,
103,win-Arecibo-Observatory-20230430-154501.npy,win-Arecibo-Observatory-20230430-154501,20230430,0.1279,3.9,535.4,0,unused,y,
104,win-Arecibo-Observatory-20220703-184459.npy,win-Arecibo-Observatory-20220703-184459,20220703,0.1277,193.4,213.7,0,val,y,
105,win-Arecibo-Observatory-20230711-134501.npy,win-Arecibo-Observatory-20230711-134501,20230711,0.1272,100.7,639.4,0,unused,y,
106,win-Arecibo-Observatory-20230714-170000.npy,win-Arecibo-Observatory-20230714-170000,20230714,0.1267,192.6,390.1,0,val,y,
107,win-Arecibo-Observatory-20220502-153001.npy,win-Arecibo-Observatory-20220502-153001,20220502,0.1264,551.2,567.8,1,train,y,
108,win-Arecibo-Observatory-20230709-160001.npy,win-Arecibo-Observatory-20230709-160001,20230709,0.1255,564.8,699.8,0,unused,y,
109,win-Arecibo-Observatory-20220716-183000.npy,win-Arecibo-Observatory-20220716-183000,20220716,0.1251,47.0,109.6,1,train,y,
110,win-Arecibo-Observatory-20221002-140001.npy,win-Arecibo-Observatory-20221002-140001,20221002,0.1241,499.1,523.5,1,train,y,
111,win-Arecibo-Observatory-20220703-163000.npy,win-Arecibo-Observatory-20220703-163000,20220703,0.1229,857.6,896.7,1,unused,y,
112,win-Arecibo-Observatory-20220305-163000.npy,win-Arecibo-Observatory-20220305-163000,20220305,0.1225,499.5,544.4,0,unused,y,
113,win-Arecibo-Observatory-20230605-181500.npy,win-Arecibo-Observatory-20230605-181500,20230605,0.1223,735.8,747.7,2,unused,n,"conflict: marked n on gap_sheet, covered by PRIORITY_06 bulk-y; kept the per-panel n"
114,win-Arecibo-Observatory-20220331-170000.npy,win-Arecibo-Observatory-20220331-170000,20220331,0.1222,411.6,426.7,0,val,y,
115,win-Arecibo-Observatory-20220706-160001.npy,win-Arecibo-Observatory-20220706-160001,20220706,0.1221,633.7,663.0,1,train,y,
116,win-Arecibo-Observatory-20230505-154501.npy,win-Arecibo-Observatory-20230505-154501,20230505,0.122,1.4,72.5,0,unused,y,
117,win-Arecibo-Observatory-20230428-153736.npy,win-Arecibo-Observatory-20230428-153736,20230428,0.1208,581.1,601.9,1,unused,y,
118,win-Arecibo-Observatory-20230215-190000.npy,win-Arecibo-Observatory-20230215-190000,20230215,0.1206,512.8,532.9,1,unused,y,
119,win-Arecibo-Observatory-20220930-121501.npy,win-Arecibo-Observatory-20220930-121501,20220930,0.1202,867.7,896.4,1,train,y,
120,win-Arecibo-Observatory-20220330-134501.npy,win-Arecibo-Observatory-20220330-134501,20220330,0.1201,416.4,434.7,0,val,n,
121,win-Arecibo-Observatory-20230708-144501.npy,win-Arecibo-Observatory-20230708-144501,20230708,0.1191,688.1,705.7,0,unused,,
122,win-Arecibo-Observatory-20220721-163000.npy,win-Arecibo-Observatory-20220721-163000,20220721,0.1191,640.6,662.6,0,unused,,
123,win-Arecibo-Observatory-20230621-124500.npy,win-Arecibo-Observatory-20230621-124500,20230621,0.1185,746.3,762.4,1,unused,y,
124,win-Arecibo-Observatory-20230721-131501.npy,win-Arecibo-Observatory-20230721-131501,20230721,0.1184,839.4,854.8,1,unused,y,
125,win-Arecibo-Observatory-20230708-191459.npy,win-Arecibo-Observatory-20230708-191459,20230708,0.1179,23.2,276.0,0,unused,,
126,win-Arecibo-Observatory-20230519-154501.npy,win-Arecibo-Observatory-20230519-154501,20230519,0.1177,112.2,129.7,0,unused,,
127,win-Arecibo-Observatory-20220826-150001.npy,win-Arecibo-Observatory-20220826-150001,20220826,0.1175,720.3,737.3,0,unused,,
128,win-Arecibo-Observatory-20220705-110000.npy,win-Arecibo-Observatory-20220705-110000,20220705,0.1171,185.8,208.8,1,val,y,
129,win-Arecibo-Observatory-20220331-184459.npy,win-Arecibo-Observatory-20220331-184459,20220331,0.1162,853.1,897.4,1,val,y,
130,win-Arecibo-Observatory-20230715-171459.npy,win-Arecibo-Observatory-20230715-171459,20230715,0.1158,128.8,163.1,0,unused,,
131,win-Arecibo-Observatory-20230711-181459.npy,win-Arecibo-Observatory-20230711-181459,20230711,0.1153,187.6,833.8,0,unused,,
132,win-Arecibo-Observatory-20230710-183000.npy,win-Arecibo-Observatory-20230710-183000,20230710,0.1148,42.4,61.0,1,unused,y,
133,win-Arecibo-Observatory-20220911-161501.npy,win-Arecibo-Observatory-20220911-161501,20220911,0.1144,649.5,669.2,0,unused,,
134,win-Arecibo-Observatory-20230623-164500.npy,win-Arecibo-Observatory-20230623-164500,20230623,0.114,344.5,359.2,0,unused,,
135,win-Arecibo-Observatory-20220420-123000.npy,win-Arecibo-Observatory-20220420-123000,20220420,0.1139,505.2,526.8,0,val,,
136,win-Arecibo-Observatory-20230125-181459.npy,win-Arecibo-Observatory-20230125-181459,20230125,0.1133,699.8,715.8,1,unused,y,
137,win-Arecibo-Observatory-20230319-174500.npy,win-Arecibo-Observatory-20230319-174500,20230319,0.1129,225.0,241.5,0,unused,,
138,win-Arecibo-Observatory-20230709-151501.npy,win-Arecibo-Observatory-20230709-151501,20230709,0.1126,270.2,286.7,0,unused,,
139,win-Arecibo-Observatory-20220817-141501.npy,win-Arecibo-Observatory-20220817-141501,20220817,0.1123,301.8,464.2,0,unused,,
140,win-Arecibo-Observatory-20230429-184501.npy,win-Arecibo-Observatory-20230429-184501,20230429,0.112,189.7,252.5,0,unused,,
141,win-Arecibo-Observatory-20230709-154501.npy,win-Arecibo-Observatory-20230709-154501,20230709,0.1117,270.4,287.1,1,unused,y,
142,win-Arecibo-Observatory-20221207-194500.npy,win-Arecibo-Observatory-20221207-194500,20221207,0.1092,642.9,660.0,0,unused,,
143,win-Arecibo-Observatory-20221112-174459.npy,win-Arecibo-Observatory-20221112-174459,20221112,0.1089,269.5,285.9,0,unused,,
144,win-Arecibo-Observatory-20230210-182959.npy,win-Arecibo-Observatory-20230210-182959,20230210,0.1086,788.5,804.7,0,unused,,
145,win-Arecibo-Observatory-20220923-173000.npy,win-Arecibo-Observatory-20220923-173000,20220923,0.1075,70.2,120.6,1,val,y,
146,win-Arecibo-Observatory-20230720-174500.npy,win-Arecibo-Observatory-20230720-174500,20230720,0.1074,466.2,479.9,1,unused,y,
147,win-Arecibo-Observatory-20230709-190000.npy,win-Arecibo-Observatory-20230709-190000,20230709,0.107,382.5,399.9,1,unused,y,
148,win-Arecibo-Observatory-20220923-123000.npy,win-Arecibo-Observatory-20220923-123000,20220923,0.1066,884.8,899.2,1,val,y,
149,win-Arecibo-Observatory-20220704-154501.npy,win-Arecibo-Observatory-20220704-154501,20220704,0.1064,0.0,223.3,1,train,n,
150,win-Arecibo-Observatory-20220205-175959.npy,win-Arecibo-Observatory-20220205-175959,20220205,0.1061,4.6,232.8,0,val,,
151,win-Arecibo-Observatory-20221222-193001.npy,win-Arecibo-Observatory-20221222-193001,20221222,0.1059,449.2,466.1,0,unused,,
152,win-Arecibo-Observatory-20220307-151501.npy,win-Arecibo-Observatory-20220307-151501,20220307,0.1047,868.1,894.1,0,unused,,
153,win-Arecibo-Observatory-20230715-144500.npy,win-Arecibo-Observatory-20230715-144500,20230715,0.1046,430.0,682.0,0,unused,,
154,win-Arecibo-Observatory-20221222-184500.npy,win-Arecibo-Observatory-20221222-184500,20221222,0.1043,613.5,628.1,0,unused,,
155,win-Arecibo-Observatory-20230226-160001.npy,win-Arecibo-Observatory-20230226-160001,20230226,0.1037,2.9,141.4,0,unused,,
156,win-Arecibo-Observatory-20221224-144500.npy,win-Arecibo-Observatory-20221224-144500,20221224,0.1025,113.0,129.1,0,unused,,
157,win-Arecibo-Observatory-20220703-154501.npy,win-Arecibo-Observatory-20220703-154501,20220703,0.1022,84.9,105.5,0,val,,
158,win-Arecibo-Observatory-20230723-114500.npy,win-Arecibo-Observatory-20230723-114500,20230723,0.1012,740.4,758.6,0,unused,,
159,win-Arecibo-Observatory-20220920-163000.npy,win-Arecibo-Observatory-20220920-163000,20220920,0.101,270.7,503.6,1,val,n,
160,win-Arecibo-Observatory-20230430-161501.npy,win-Arecibo-Observatory-20230430-161501,20230430,0.1004,0.0,540.1,0,unused,,
