file_name,status,notes,override_params_json,reviewed_at
burst-SWISS-Landschlacht-04-28-2021-080500-080800-typeIII.npy,usable,,,2026-08-10T20:37:03+00:00
burst-SWISS-Landschlacht-04-28-2021-083800-083800-typeIII.npy,discard,,,2026-08-10T20:37:10+00:00
burst-SWISS-Landschlacht-05-02-2021-112900-113300-typeII.npy,discard,,,2026-08-10T20:37:19+00:00
burst-SWISS-Landschlacht-05-05-2021-070200-070200-typeIII.npy,case_by_case,时间点在实际burst前面,,2026-08-10T20:37:36+00:00
burst-SWISS-Landschlacht-05-06-2021-150200-150200-typeIII.npy,usable,,,2026-08-10T20:37:39+00:00
burst-SWISS-Landschlacht-05-06-2021-125000-125100-typeIII.npy,usable,,,2026-08-10T20:37:46+00:00
burst-SWISS-Landschlacht-05-06-2021-082900-083000-typeIII.npy,discard,,,2026-08-10T20:37:56+00:00
burst-SWISS-Landschlacht-05-06-2021-101300-101300-typeIII.npy,case_by_case,时间点在实际burst前面,,2026-08-10T20:38:08+00:00
burst-SWISS-Landschlacht-05-06-2021-080500-080500-typeIII.npy,discard,,,2026-08-10T20:38:16+00:00
burst-SWISS-Landschlacht-05-06-2021-053400-053400-typeIII.npy,case_by_case,时间点在实际burst前面,,2026-08-10T20:38:41+00:00
burst-SWISS-Landschlacht-05-08-2021-150300-150400-typeIII.npy,usable,,,2026-08-10T20:39:04+00:00
burst-Australia-ASSA-05-15-2021-030200-030300-typeIII.npy,discard,,,2026-08-10T20:39:28+00:00
burst-Australia-ASSA-05-15-2021-044300-044400-typeIII.npy,discard,,,2026-08-10T20:39:40+00:00
burst-Australia-ASSA-05-17-2021-011000-011000-typeIII.npy,discard,,,2026-08-10T20:39:49+00:00
burst-Australia-ASSA-05-17-2021-001900-002000-typeIII.npy,discard,,,2026-08-10T20:39:56+00:00
burst-Australia-ASSA-05-18-2021-231400-231700-typeIII.npy,usable,,,2026-08-10T20:40:03+00:00
burst-Australia-ASSA-05-18-2021-021900-022300-typeII.npy,discard,,,2026-08-10T20:40:11+00:00
burst-Australia-ASSA-05-18-2021-053300-053400-typeIII.npy,usable,,,2026-08-10T20:40:18+00:00
burst-Australia-ASSA-05-21-2021-235100-235200-typeIII.npy,discard,,,2026-08-10T20:40:25+00:00
burst-Australia-ASSA-05-21-2021-224500-224600-typeIII.npy,usable,,,2026-08-10T20:40:32+00:00
burst-Australia-ASSA-05-21-2021-225900-230100-typeIII.npy,usable,,,2026-08-10T20:40:38+00:00
burst-Australia-ASSA-05-21-2021-231500-231600-typeIII.npy,usable,,,2026-08-10T20:40:45+00:00
burst-Australia-ASSA-05-21-2021-001100-001300-typeIII.npy,usable,,,2026-08-10T20:40:55+00:00
burst-Australia-ASSA-05-21-2021-034700-034900-typeIII.npy,usable,,,2026-08-10T20:41:02+00:00
burst-Australia-ASSA-05-21-2021-051300-051500-typeV.npy,usable,,,2026-08-10T20:41:08+00:00
burst-Australia-ASSA-05-21-2021-021600-021800-typeIII.npy,usable,,,2026-08-10T20:41:14+00:00
burst-Australia-ASSA-05-22-2021-025300-025600-typeIII.npy,usable,,,2026-08-10T20:41:20+00:00
burst-Australia-ASSA-05-22-2021-025700-030900-typeII.npy,usable,,,2026-08-10T20:41:29+00:00
burst-Australia-ASSA-05-22-2021-043300-043700-typeIII.npy,discard,,,2026-08-10T20:41:37+00:00
burst-Australia-ASSA-05-22-2021-060500-060500-typeIII.npy,case_by_case,时间点在实际burst前面,,2026-08-10T20:41:47+00:00
burst-Australia-ASSA-05-22-2021-040700-041200-typeIII.npy,case_by_case,时间窗口偏短，后面还有burst,,2026-08-10T20:42:09+00:00
burst-Australia-ASSA-05-22-2021-061600-061700-typeIII.npy,case_by_case,时间窗口部分在实际burst前面,,2026-08-10T20:42:26+00:00
burst-Australia-ASSA-05-23-2021-234500-234600-typeIII.npy,discard,,,2026-08-10T20:42:35+00:00
burst-Australia-ASSA-05-23-2021-020600-021100-typeIII.npy,discard,,,2026-08-10T20:42:45+00:00
burst-Australia-ASSA-05-23-2021-023300-023500-typeIII.npy,usable,,,2026-08-10T20:42:52+00:00
burst-Australia-ASSA-05-23-2021-043400-044000-typeIII.npy,usable,,,2026-08-10T20:42:59+00:00
burst-Australia-ASSA-05-23-2021-044500-045100-typeIII.npy,case_by_case,时间窗口部分在实际burst前面,,2026-08-10T20:43:16+00:00
burst-Australia-ASSA-05-23-2021-061500-061500-typeIII.npy,case_by_case,时间点在实际burst前面,,2026-08-10T20:43:27+00:00
burst-Australia-ASSA-05-23-2021-050600-051100-typeIII.npy,usable,,,2026-08-10T20:43:35+00:00
burst-Australia-ASSA-05-28-2021-010700-012200-typeIII.npy,discard,,,2026-08-10T20:43:44+00:00
burst-Australia-ASSA-05-28-2021-230300-230600-typeII.npy,usable,,,2026-08-10T20:43:52+00:00
burst-Australia-ASSA-05-31-2021-051500-051600-typeIII.npy,usable,,,2026-08-10T20:43:59+00:00
burst-Australia-ASSA-05-31-2021-051000-051300-typeIII.npy,usable,,,2026-08-10T20:44:06+00:00
burst-Australia-ASSA-05-31-2021-031800-031900-typeIII.npy,discard,,,2026-08-10T20:44:16+00:00
burst-Australia-ASSA-05-31-2021-015500-015500-typeIII.npy,discard,,,2026-08-10T20:44:25+00:00
burst-EGYPT-Alexandria-08-20-2021-110300-110400-typeIII.npy,usable,,,2026-08-10T20:44:35+00:00
burst-EGYPT-Alexandria-08-28-2021-130100-130300-typeIII.npy,discard,,,2026-08-10T20:44:45+00:00
burst-EGYPT-Alexandria-08-28-2021-132100-132400-typeIII.npy,case_by_case,burst偏淡,,2026-08-10T20:45:00+00:00
burst-EGYPT-Alexandria-08-28-2021-121700-121800-typeIII.npy,usable,,,2026-08-10T20:45:08+00:00
burst-EGYPT-Alexandria-08-28-2021-111300-111400-typeIII.npy,usable,,,2026-08-10T20:45:16+00:00
burst-EGYPT-Alexandria-08-28-2021-101200-101400-typeIII.npy,usable,,,2026-08-10T20:45:22+00:00
burst-EGYPT-Alexandria-08-28-2021-050300-050500-typeIII.npy,usable,,,2026-08-10T20:45:29+00:00
burst-EGYPT-Alexandria-08-28-2021-065500-070000-typeIII.npy,case_by_case,时间轴偏宽,,2026-08-10T20:45:49+00:00
burst-EGYPT-Alexandria-08-28-2021-094400-094500-typeIII.npy,usable,,,2026-08-10T20:45:56+00:00
burst-EGYPT-Alexandria-08-29-2021-105300-105300-typeIII.npy,discard,,,2026-08-10T20:46:04+00:00
burst-EGYPT-Alexandria-08-29-2021-090300-090500-typeIII.npy,discard,,,2026-08-10T20:46:13+00:00
burst-SWISS-MUHEN-03-03-2021-110900-111000-typeIII.npy,discard,,,2026-08-10T20:46:26+00:00
burst-SWISS-MUHEN-04-22-2021-102500-102700-typeIII.npy,discard,,,2026-08-10T20:46:34+00:00
burst-SWISS-MUHEN-04-24-2021-102200-102500-typeIII.npy,usable,,,2026-08-10T20:46:42+00:00
burst-SWISS-MUHEN-05-08-2021-094700-094700-typeIII.npy,discard,,,2026-08-10T20:46:49+00:00
burst-SWISS-MUHEN-05-16-2021-133600-133800-typeIII.npy,usable,,,2026-08-10T20:46:56+00:00
burst-SWISS-MUHEN-05-21-2021-141800-141800-typeIII.npy,discard,,,2026-08-10T20:47:07+00:00
burst-SWISS-MUHEN-05-21-2021-084300-084400-typeIII.npy,case_by_case,时间段在实际burst前面,,2026-08-10T20:47:21+00:00
burst-SWISS-MUHEN-05-22-2021-170700-171100-typeIII.npy,usable,,,2026-08-10T20:47:29+00:00
burst-SWISS-MUHEN-05-22-2021-101100-101100-typeIII.npy,discard,,,2026-08-10T20:47:37+00:00
burst-SWISS-MUHEN-05-22-2021-102200-102200-typeIII.npy,case_by_case,时间点在实际burst前面,,2026-08-10T20:47:48+00:00
burst-SWISS-MUHEN-05-22-2021-061600-061700-typeIII.npy,discard,,,2026-08-10T20:48:00+00:00
burst-SWISS-MUHEN-05-23-2021-131800-132000-typeIII.npy,usable,,,2026-08-10T20:48:07+00:00
burst-SWISS-MUHEN-05-23-2021-123800-123900-typeIII.npy,case_by_case,时间段部分在实际burst前面,,2026-08-10T20:48:22+00:00
burst-SWISS-MUHEN-05-23-2021-131000-131400-typeIII.npy,discard,,,2026-08-10T20:48:31+00:00
burst-SWISS-MUHEN-05-23-2021-135000-135000-typeIII.npy,case_by_case,时间点在实际burst前面,,2026-08-10T20:48:42+00:00
burst-SPAIN-PERALEJOS-03-03-2021-110900-111000-typeIII.npy,discard,,,2026-08-10T20:51:28+00:00
burst-SPAIN-PERALEJOS-04-24-2021-102200-102500-typeIII.npy,discard,,,2026-08-10T20:51:36+00:00
burst-SPAIN-PERALEJOS-04-26-2021-135600-135600-typeIII.npy,discard,,,2026-08-10T20:51:44+00:00
burst-SPAIN-PERALEJOS-05-06-2021-101300-101300-typeIII.npy,discard,,,2026-08-10T20:51:52+00:00
burst-SPAIN-PERALEJOS-05-09-2021-135400-135600-typeIII.npy,discard,,,2026-08-10T20:52:01+00:00
burst-SPAIN-PERALEJOS-05-16-2021-133600-133800-typeIII.npy,usable,,,2026-08-10T20:52:10+00:00
burst-SPAIN-PERALEJOS-06-09-2021-120200-120700-typeII.npy,usable,,,2026-08-10T20:52:18+00:00
burst-SPAIN-PERALEJOS-06-28-2021-093100-093300-typeV.npy,usable,,,2026-08-10T20:52:25+00:00
burst-SPAIN-PERALEJOS-07-03-2021-142900-143000-typeIII.npy,usable,,,2026-08-10T20:52:32+00:00
burst-SPAIN-PERALEJOS-07-16-2021-113500-113800-typeIII.npy,usable,,,2026-08-10T20:52:41+00:00
burst-SPAIN-PERALEJOS-07-16-2021-083400-083600-typeIII.npy,usable,,,2026-08-10T20:52:49+00:00
burst-SPAIN-PERALEJOS-07-23-2021-100700-101100-typeIII.npy,discard,,,2026-08-10T20:52:59+00:00
burst-SPAIN-PERALEJOS-07-23-2021-105200-110000-typeIII.npy,usable,,,2026-08-10T20:53:07+00:00
burst-SPAIN-PERALEJOS-07-23-2021-143400-143500-typeIII.npy,discard,,,2026-08-10T20:53:17+00:00
burst-SPAIN-PERALEJOS-08-20-2021-154700-154700-typeIII.npy,discard,,,2026-08-10T20:53:25+00:00
burst-SPAIN-PERALEJOS-09-18-2021-150300-150400-typeIII.npy,discard,,,2026-08-10T20:53:34+00:00
burst-SPAIN-PERALEJOS-09-19-2021-132200-132200-typeIII.npy,discard,,,2026-08-10T20:53:44+00:00
burst-SPAIN-PERALEJOS-09-19-2021-130200-130300-typeIII.npy,discard,,,2026-08-10T20:53:53+00:00
burst-SPAIN-PERALEJOS-09-19-2021-083600-083600-typeIII.npy,discard,,,2026-08-10T20:54:03+00:00
burst-SPAIN-PERALEJOS-09-19-2021-092900-094600-typeIII.npy,usable,,,2026-08-10T20:54:13+00:00
burst-SPAIN-PERALEJOS-09-21-2021-094700-094800-typeIII.npy,case_by_case,时间段部分在实际burst前面,,2026-08-10T20:54:29+00:00
burst-SPAIN-PERALEJOS-09-22-2021-080200-080200-typeIII.npy,discard,,,2026-08-10T20:54:38+00:00
burst-SPAIN-PERALEJOS-09-23-2021-075500-075800-typeIII.npy,usable,,,2026-08-10T20:54:46+00:00
burst-GREENLAND-02-18-2021-180400-180400-typeIII.npy,case_by_case,时间点在实际burst前面,,2026-08-10T20:55:01+00:00
burst-GREENLAND-02-27-2021-180700-180800-typeIII.npy,case_by_case,时间段部分在实际burst前面,,2026-08-10T20:55:15+00:00
burst-GREENLAND-02-27-2021-175800-180100-typeIII.npy,case_by_case,时间段部分在实际burst前面,,2026-08-10T20:55:29+00:00
burst-GREENLAND-02-27-2021-152000-152000-typeIII.npy,case_by_case,时间点在实际burst前面,,2026-08-10T20:55:40+00:00
burst-GREENLAND-02-27-2021-151800-151800-typeIII.npy,discard,,,2026-08-10T20:56:02+00:00
burst-GREENLAND-02-28-2021-133300-133300-typeIII.npy,case_by_case,时间点在实际burst前面,,2026-08-10T20:56:13+00:00
burst-GREENLAND-03-01-2021-123600-123800-typeIII.npy,usable,,,2026-08-10T20:56:21+00:00
burst-GREENLAND-04-21-2021-090300-090300-typeIII.npy,case_by_case,时间点在实际burst前面,,2026-08-10T20:56:32+00:00
burst-GREENLAND-04-21-2021-163800-163900-typeIII.npy,usable,,,2026-08-10T20:56:35+00:00
burst-GREENLAND-04-21-2021-213100-213100-typeIII.npy,usable,,,2026-08-10T20:56:41+00:00
burst-GREENLAND-04-22-2021-200600-200700-typeIII.npy,case_by_case,时间段部分在实际burst前面,,2026-08-10T20:56:59+00:00
burst-GREENLAND-04-22-2021-191900-192000-typeIII.npy,case_by_case,时间段全部在实际burst前面,,2026-08-10T20:57:15+00:00
burst-GREENLAND-04-22-2021-102500-102700-typeIII.npy,case_by_case,时间段部分在实际burst前面,,2026-08-10T20:57:29+00:00
burst-GREENLAND-04-22-2021-134200-134200-typeIII.npy,discard,,,2026-08-10T20:57:38+00:00
burst-GREENLAND-04-22-2021-095300-095300-typeIII.npy,case_by_case,时间点在实际burst前面,,2026-08-10T20:57:50+00:00
burst-GREENLAND-04-23-2021-181300-181400-typeIII.npy,usable,,,2026-08-10T20:57:57+00:00
burst-GREENLAND-04-23-2021-175800-175800-typeIII.npy,case_by_case,时间点在实际burst前面,,2026-08-10T20:58:10+00:00
